Income,Age,Years_of_Experience,Married/Single,Years_in_Current_Job,Years_in_Current_House,Owns_a_Car,Owns_a_House,Renting_a_House,Defaulted
8622588,45,18,1,3,12,0,1,0,1
8897257,65,12,1,5,14,0,0,1,1
9082033,57,9,1,5,14,0,0,1,0
2703840,48,17,1,5,14,0,0,0,0
4316721,78,15,1,14,12,0,0,1,1
116504,47,14,1,3,11,0,0,0,1
1225686,65,9,1,5,13,0,0,1,1
279696,49,17,1,12,13,1,0,1,0
8832725,64,5,1,5,11,0,0,1,1
6828373,69,13,1,3,13,1,0,1,0
9819157,57,15,1,7,12,1,0,1,0
3228100,41,15,1,7,11,1,0,1,1
9883681,41,19,1,14,12,1,0,1,0
3326988,42,7,1,7,14,0,0,1,1
7468729,50,9,0,5,10,1,0,1,0
422892,59,7,1,7,10,1,0,1,0
5462549,50,4,0,4,14,0,0,1,0
182326,27,12,1,4,14,1,0,1,0
282422,28,16,0,6,13,1,0,1,0
8573668,57,15,1,13,13,1,0,1,1
3876672,55,12,1,11,12,0,0,1,1
583557,27,3,1,3,10,0,0,1,0
5199470,28,16,1,4,14,0,0,1,0
5524586,67,7,1,7,12,0,0,1,0
5613340,59,17,1,14,11,0,0,1,1
4112102,46,15,1,5,13,0,0,1,1
2299667,24,10,1,10,13,0,0,1,0
7552268,38,6,1,5,10,0,0,1,1
6889502,77,6,1,6,11,0,0,1,0
8489881,34,4,0,4,12,0,0,1,0
2036827,49,11,1,10,13,0,0,1,0
7020077,63,9,1,9,13,0,0,1,1
3373735,44,4,1,4,13,1,0,1,1
5501513,78,11,1,11,14,0,0,1,1
1342169,37,16,1,8,12,0,0,1,0
265272,75,20,1,6,14,0,0,1,1
2685947,52,3,1,3,14,1,0,1,0
8249799,42,19,1,12,10,0,0,1,0
8755938,42,20,1,14,13,1,0,1,1
7710784,61,19,1,3,10,1,0,1,1
283529,39,20,1,9,14,0,0,1,0
5712077,21,0,1,0,12,0,0,1,1
6496851,27,1,1,1,14,1,0,1,1
9744621,72,14,1,11,12,0,0,1,0
9270608,79,14,1,4,12,0,0,1,1
6068842,29,6,1,6,14,0,0,1,1
8785845,69,8,1,6,14,0,0,1,1
9760667,63,17,1,13,12,0,0,1,1
9744419,47,10,1,10,13,1,0,1,0
6001517,23,19,0,5,13,0,0,1,0
1931646,48,9,1,9,14,0,0,1,1
4631758,63,1,1,1,11,0,1,0,0
8541790,59,17,1,3,14,0,0,1,0
4413604,62,10,1,10,13,0,0,1,0
2940425,77,16,1,7,10,1,0,1,1
5478075,42,12,1,7,13,0,0,1,0
9910826,79,8,1,8,10,0,0,1,0
2361934,78,0,0,0,12,1,0,1,1
5763958,63,7,0,7,12,0,0,1,0
389805,25,18,1,12,14,0,0,1,0
5823961,75,8,1,7,12,0,0,1,0
3181072,57,12,1,10,12,1,0,1,1
1818040,54,1,1,1,14,0,0,1,1
7213058,50,12,1,4,12,0,0,1,0
6326936,70,20,1,14,14,0,0,1,0
4198509,52,10,1,10,12,0,0,1,0
2851776,47,10,1,10,11,1,0,1,1
1916815,53,8,1,8,14,0,0,1,0
445268,57,17,1,9,13,0,0,1,0
6360531,50,14,1,8,13,1,0,1,0
5695731,32,10,1,9,11,0,0,1,0
2280615,74,1,1,1,14,0,0,0,1
2116007,24,5,1,5,13,1,0,1,1
423074,54,16,1,14,11,0,0,1,1
6340921,51,11,1,3,13,0,0,1,0
2219894,37,2,1,2,10,0,0,1,0
7877571,25,1,1,1,12,0,0,1,0
14222,42,12,1,12,12,0,0,0,0
8059284,72,1,1,1,13,1,0,1,0
8387316,44,16,1,9,11,0,0,1,1
728115,49,7,1,7,11,0,0,1,0
825461,63,8,1,8,12,0,0,1,0
4778152,42,13,1,3,12,0,0,1,0
8104625,55,11,1,11,11,0,1,0,1
6973577,43,15,0,5,11,1,0,1,1
2212082,29,4,1,4,11,0,0,1,0
6373510,25,7,1,7,13,0,0,1,1
8459716,79,1,1,1,14,0,0,1,0
374089,23,19,1,9,10,0,0,1,0
9889836,48,10,1,5,12,1,0,1,0
8653449,66,0,1,0,13,0,0,1,1
706809,71,3,1,3,13,0,0,1,1
8997854,36,16,1,5,10,0,0,1,1
9028969,62,19,1,4,10,1,0,1,0
7124175,44,15,1,7,10,1,0,1,1
3443194,57,4,1,4,11,1,0,1,0
5073397,41,9,1,4,12,0,0,1,1
5474047,34,3,1,3,12,0,0,1,1
4925213,59,10,1,6,10,1,0,0,0
110437,41,8,1,8,12,0,0,1,1
7134787,63,15,1,12,12,0,0,1,1
4236914,47,15,0,10,11,1,0,1,0
1955543,22,6,0,6,14,1,0,1,0
759604,26,18,1,10,11,0,0,1,1
6815932,77,6,1,6,14,1,0,1,1
7315839,72,8,0,8,14,0,0,1,1
8832725,64,5,1,5,11,0,0,1,1
3643652,56,2,1,2,10,0,0,1,1
4642438,55,13,1,13,14,0,0,1,1
5792043,71,6,1,6,11,1,0,0,0
7716196,27,5,1,5,14,0,0,1,1
1537256,29,5,1,5,14,1,0,1,1
192078,62,9,1,5,11,1,0,1,0
8145267,76,11,1,6,14,1,0,1,1
5388842,79,4,1,4,12,0,0,1,1
9127290,22,11,1,3,14,0,0,1,0
2955958,35,17,1,7,11,1,0,1,1
335003,75,11,1,11,13,0,0,0,1
9578850,57,13,1,11,11,0,0,1,1
8524690,38,7,1,7,12,1,0,1,0
5683509,62,19,1,4,14,0,0,1,1
3458394,56,9,1,9,12,1,0,1,0
7805855,44,10,1,10,14,1,0,1,0
499527,31,4,1,4,10,1,0,1,0
9565423,46,15,1,12,10,0,0,1,1
4226060,49,2,1,2,11,0,0,1,1
9592307,42,19,1,6,12,1,0,1,0
9760667,63,17,1,13,12,0,0,1,1
3376799,24,6,1,6,13,0,0,1,0
6067257,47,5,1,5,13,0,0,1,0
3846946,77,4,1,4,10,1,0,1,0
8976828,58,10,1,10,14,1,0,1,0
4657255,28,16,1,7,14,0,0,1,1
2521407,76,9,1,3,12,1,0,1,0
438710,61,12,1,4,11,0,0,1,1
1851974,67,8,1,4,12,0,0,1,0
8573668,57,15,1,13,13,1,0,1,1
1536602,44,5,1,5,12,0,0,1,0
1741465,57,0,1,0,11,0,0,1,0
1364478,33,2,1,2,11,0,0,1,1
7845861,70,7,1,4,10,0,0,1,0
5360758,50,15,0,6,11,1,0,1,0
3075503,32,17,1,3,13,0,0,1,1
8189113,72,1,1,1,12,0,0,1,1
4371574,25,12,1,12,12,1,0,1,0
5278110,45,10,1,8,10,1,0,1,1
1856689,46,5,1,5,12,1,0,1,1
5747571,25,6,1,4,11,1,0,1,1
8143512,31,7,1,6,14,0,0,1,1
1255514,25,19,1,12,10,1,0,1,0
2945781,40,5,1,5,10,0,0,1,0
2687545,60,3,1,3,11,1,0,1,1
1706172,33,2,1,2,14,0,0,1,0
5474047,34,3,1,3,12,0,0,1,1
1415711,40,5,1,5,10,0,0,1,1
9450206,53,1,1,1,11,0,0,1,0
4957836,78,6,1,6,13,0,0,1,0
3747330,38,12,1,9,14,0,0,1,0
1301076,64,5,1,4,14,0,0,1,1
5765175,29,1,0,1,11,0,0,1,1
4428363,46,11,1,11,10,0,0,1,1
7138986,38,17,1,14,13,1,1,0,0
2764602,33,4,1,4,11,0,0,1,0
4669328,39,2,1,2,12,1,0,1,0
3023559,65,16,0,8,10,1,0,1,1
5616939,66,3,1,3,11,1,0,1,0
5299289,58,3,1,3,13,1,0,1,1
7499562,32,8,1,4,13,0,0,1,0
7895335,34,17,1,5,11,0,0,1,1
7109627,74,20,1,14,14,1,0,0,0
4371590,66,19,1,3,12,1,0,1,0
5129206,59,8,1,3,12,0,0,1,1
64822,33,9,1,9,11,1,0,1,1
6785181,32,11,1,11,11,0,0,1,1
5143268,53,4,1,4,11,0,0,1,1
9777823,61,13,1,8,11,0,0,1,0
5683509,62,19,1,4,14,0,0,1,1
9718890,56,13,1,8,14,0,0,0,0
4958467,76,2,1,2,11,1,0,1,0
4167093,77,18,1,13,12,0,1,0,0
1325345,66,8,1,8,14,0,0,1,1
448320,73,7,1,5,12,1,0,1,1
7738866,70,6,1,6,12,0,0,1,0
5468664,30,2,1,2,14,0,0,1,1
667691,40,20,0,13,13,0,0,1,0
5604484,51,14,1,4,13,0,0,1,1
6548891,30,5,1,5,12,0,0,1,0
4328675,71,9,1,3,10,0,0,1,1
8158874,39,10,0,5,14,0,0,1,0
2055989,25,18,1,3,10,0,0,1,0
5112412,69,9,1,9,12,1,0,1,0
7577101,38,12,1,10,13,0,0,1,0
6481616,70,16,1,13,10,1,0,1,0
3665498,24,8,1,8,11,0,0,1,1
2143718,25,0,1,0,10,1,0,0,1
4245438,43,9,1,6,11,1,0,1,0
9796297,56,18,1,11,12,1,0,1,1
3218946,25,0,1,0,11,0,0,1,1
6979208,21,1,1,1,12,1,0,1,0
6809745,74,0,1,0,13,1,0,1,0
166480,36,8,1,8,11,1,0,1,1
1099947,48,0,1,0,10,0,0,1,0
8625543,66,12,1,10,13,1,0,1,0
9196873,42,20,1,10,13,1,1,0,0
635224,69,7,1,7,12,1,0,1,0
7319293,40,6,1,4,14,0,0,1,0
7794515,51,2,1,2,11,0,0,1,1
6475126,48,14,1,11,12,0,0,1,1
3969265,26,2,1,2,10,1,0,1,1
3745099,27,10,1,10,11,0,0,1,0
1576759,76,0,1,0,13,1,0,1,0
2358763,58,3,1,3,11,1,0,1,0
8531817,36,18,1,14,14,1,0,1,0
1338457,42,8,1,8,12,0,0,0,1
5682236,32,14,1,6,11,1,1,0,0
7717248,75,18,1,9,12,1,1,0,0
6101750,64,4,1,4,11,1,0,1,1
7685852,58,3,1,3,13,0,0,1,0
1432940,72,11,1,11,11,0,0,1,1
9866747,78,17,1,7,11,0,0,1,0
5356329,48,18,1,10,13,0,0,0,0
3823075,62,12,1,6,13,1,0,1,0
476900,33,20,1,7,10,1,0,1,0
2603179,39,20,1,13,11,1,0,1,0
5997509,42,1,1,1,13,0,0,1,1
1537256,29,5,1,5,14,1,0,1,1
3177996,28,1,1,1,12,0,0,1,0
1837938,37,15,1,10,14,0,0,1,1
4662331,79,20,1,8,11,0,0,1,0
6611066,30,12,1,6,12,0,1,0,1
6134981,49,2,1,2,10,1,0,1,1
4805637,62,9,1,9,10,0,1,0,0
9368198,79,17,1,11,11,1,0,1,1
9861298,59,16,1,9,11,0,0,1,1
3183557,49,10,1,10,10,1,0,1,0
6296816,37,0,1,0,11,0,0,1,0
2800327,50,6,1,6,10,1,0,1,1
9146005,58,3,1,3,10,1,0,1,0
4940114,43,8,1,8,10,0,0,1,1
9173092,30,19,1,9,11,0,0,1,1
5091752,66,2,1,2,11,0,0,1,1
1612818,79,10,1,10,11,0,0,1,1
430836,33,5,1,5,13,0,0,1,0
1920103,31,6,1,6,12,0,0,1,0
8535775,33,18,1,5,13,0,0,1,1
4621760,35,4,1,4,13,0,0,1,0
7895335,34,17,1,5,11,0,0,1,1
3412117,76,3,1,3,14,1,0,1,0
7186684,55,3,1,3,12,1,0,1,0
926842,26,10,1,10,12,0,1,0,1
1092385,55,4,1,4,12,0,1,0,0
6821441,27,13,1,7,11,0,0,1,0
4621722,44,11,1,6,14,0,0,1,1
6551671,23,20,0,8,12,0,0,1,0
7281127,32,18,1,7,14,0,0,1,0
7430695,59,8,1,8,10,0,0,1,0
1978173,65,20,0,6,14,1,0,1,0
3306281,33,16,1,8,12,0,0,1,1
8628039,46,1,1,1,12,0,1,0,1
2288901,36,13,1,6,14,0,0,1,1
3477314,61,14,1,5,12,0,0,1,0
8654497,79,4,1,4,13,0,0,1,0
3411758,35,20,1,4,12,1,0,1,1
3859945,64,5,1,5,13,0,0,1,0
2687545,60,3,1,3,11,1,0,1,0
9978516,51,5,1,5,14,0,0,1,0
9711256,61,7,1,7,14,0,0,1,0
1148139,27,9,1,5,14,0,0,1,1
8605005,31,20,1,5,14,0,0,1,1
1558677,28,8,1,8,14,0,0,1,0
2570783,55,0,1,0,11,0,1,0,0
3898657,54,16,1,11,11,0,0,1,0
9678663,46,0,1,0,12,0,0,1,1
7667206,74,17,0,9,12,0,0,1,1
5497197,76,16,1,13,12,1,0,1,0
2241970,21,18,1,10,13,0,0,1,0
1621150,48,10,1,9,10,1,0,1,0
8925245,63,0,1,0,10,0,0,1,1
54128,61,13,1,3,13,0,0,1,0
9820919,25,1,1,1,13,0,0,1,0
7566849,24,17,1,11,11,1,0,1,0
1969104,28,9,1,7,14,0,0,1,0
1477966,55,7,1,5,14,0,0,1,0
5093443,56,2,1,2,14,0,0,1,0
5537804,77,2,1,2,13,0,0,1,0
9344382,38,14,1,12,14,1,0,1,0
6120219,25,8,1,3,13,0,0,1,1
2670187,23,8,1,8,10,0,0,1,0
612456,54,16,1,9,11,0,0,1,1
3152333,61,11,1,7,14,1,0,0,1
4276227,31,11,1,11,13,0,0,1,1
4825413,45,18,1,11,14,1,0,1,0
7515439,74,6,1,6,11,0,0,1,0
9597503,47,13,1,7,10,0,0,1,1
5069758,50,19,1,13,11,1,0,1,0
229131,76,10,1,10,13,0,0,1,1
1308957,22,20,1,3,14,0,0,1,0
379076,40,15,1,3,13,0,0,1,0
1650871,37,1,1,1,11,0,0,1,0
8745080,55,18,1,4,13,1,0,1,1
5663883,37,4,1,4,11,0,0,1,0
6666366,65,6,1,6,10,1,0,1,0
3689673,43,11,1,11,13,0,0,1,0
9043659,62,7,0,7,14,0,0,1,0
5393575,22,1,1,1,13,1,0,1,1
4505937,52,6,1,6,14,0,0,1,0
6381050,29,4,1,4,12,0,0,1,0
4536448,43,18,1,6,14,0,0,0,1
7755974,41,0,1,0,10,1,0,1,0
4297791,54,9,1,9,12,0,0,1,0
7818742,26,6,1,3,14,0,0,1,0
3115639,35,14,1,14,10,1,0,1,1
8746952,28,20,1,13,10,0,0,1,0
3432974,58,19,1,12,14,0,0,1,0
1806183,23,3,1,3,14,0,0,1,0
3090546,54,9,1,5,12,0,0,1,1
4343535,26,15,0,11,14,0,0,0,0
4253315,66,7,1,7,11,0,0,1,0
5563521,26,4,1,4,13,0,0,1,1
8097242,43,1,1,1,10,1,1,0,0
8371842,66,15,1,4,11,0,1,0,1
4036960,79,16,1,3,13,1,0,1,0
2503015,66,18,1,11,13,1,0,1,0
7695399,49,6,1,6,11,1,0,1,0
53886,72,12,1,12,10,1,0,1,0
1367163,33,4,1,4,11,0,0,1,0
8828187,66,10,1,8,11,0,0,1,0
3941355,71,14,0,12,10,0,0,1,0
241977,41,7,1,7,10,1,0,1,1
9038552,76,7,1,4,14,1,0,1,1
8141088,22,1,1,1,12,0,0,1,1
9587742,27,5,1,5,12,1,0,1,0
3148837,37,17,1,13,13,1,0,1,0
842194,27,16,1,10,11,0,0,1,0
8542806,31,12,0,6,13,0,0,1,0
2421681,33,8,1,4,13,1,0,1,1
6427114,71,12,1,4,10,0,0,1,1
1885923,46,16,1,8,14,0,0,1,1
9931632,51,4,0,4,12,0,0,1,0
7377482,31,5,1,5,10,1,0,1,0
41719,31,2,1,2,10,0,0,1,0
226629,53,18,1,12,11,0,0,1,0
6623361,76,3,1,3,13,0,0,1,0
6601303,23,18,1,4,12,1,0,1,0
2535189,74,6,0,3,12,0,0,1,0
2205604,41,7,1,4,11,1,0,1,1
8378891,40,10,1,9,12,0,0,1,0
1433611,68,14,1,10,12,1,1,0,0
7826657,30,3,1,3,10,0,0,1,1
8817640,34,5,1,5,13,0,0,1,0
8476529,41,14,1,4,10,0,1,0,1
2247878,42,17,1,4,12,0,0,1,0
1387379,60,8,1,3,12,0,0,1,0
8514369,21,5,1,4,13,1,0,1,1
5165629,61,0,1,0,12,0,0,1,1
7403437,77,14,1,10,14,0,0,1,1
1303835,23,3,1,3,13,0,0,1,0
3784689,39,7,0,7,11,0,0,1,1
5502824,54,16,1,12,10,1,0,1,1
6588136,27,7,1,6,10,0,0,1,0
2625246,30,19,1,7,12,1,0,1,0
7248241,63,12,1,4,14,0,0,1,1
2570723,45,15,1,6,12,0,0,1,1
616865,42,7,1,7,14,0,0,1,0
4709710,50,1,1,1,13,1,0,1,0
4733565,41,19,1,8,13,0,0,1,0
737051,58,0,1,0,12,1,0,1,0
1380094,78,17,1,8,14,1,0,1,1
3654234,26,10,1,10,12,1,0,1,1
1020861,42,17,1,7,14,0,0,1,1
5053629,41,14,1,10,12,0,0,1,0
238506,24,3,1,3,13,1,0,1,0
9687751,57,12,1,9,13,1,0,1,0
3310900,62,3,1,3,11,1,0,1,0
2748810,71,2,1,2,10,0,0,1,1
1580117,22,7,1,7,13,0,0,1,0
9585696,42,13,1,3,12,1,0,1,0
9083499,77,19,1,13,10,0,0,1,1
6410256,52,4,1,4,14,1,0,1,1
6410485,75,7,1,7,10,1,0,1,0
7315908,63,3,1,3,11,1,0,1,0
2204194,32,17,1,7,10,0,0,1,0
389819,29,3,0,3,14,0,0,1,1
6718663,51,3,1,3,14,0,0,1,1
5945722,38,8,1,7,10,0,0,1,0
1088718,60,5,1,5,10,1,0,1,0
4059797,29,7,1,6,12,0,0,1,0
2628971,30,19,1,7,14,0,0,1,1
1334255,67,1,1,1,12,0,0,1,1
4351817,31,3,0,3,11,0,0,1,1
9388165,29,19,1,13,11,0,0,1,0
2560874,38,5,1,5,13,0,0,1,0
3483388,47,6,1,6,13,0,0,1,0
917838,36,4,1,4,13,0,0,1,0
3932375,51,19,1,8,12,1,0,1,0
848556,70,6,1,6,10,1,0,1,0
4444857,39,12,1,8,14,0,0,1,1
5456157,31,14,1,9,14,0,0,1,0
5695619,29,4,1,4,13,0,0,1,0
979926,61,14,1,7,11,1,0,1,0
7223228,73,0,1,0,11,1,0,1,1
7793212,27,19,1,13,11,0,0,1,0
2400773,25,5,1,5,14,0,0,1,0
4392927,41,2,1,2,13,0,0,1,1
5809456,72,16,1,4,10,1,0,1,0
5616245,76,20,1,13,13,1,0,1,0
6426694,47,13,1,8,12,0,0,1,0
5966818,66,6,1,6,14,1,0,1,1
8947393,68,1,1,1,10,1,0,1,0
7532243,47,2,1,2,12,1,0,1,0
3168211,44,5,1,5,14,0,0,1,0
5090840,78,12,1,5,11,0,0,1,0
2142281,62,7,1,7,11,0,0,1,0
4196392,56,15,0,5,14,1,0,1,1
3238461,35,16,1,8,13,0,0,1,1
2628971,30,19,1,7,14,0,0,1,1
9955481,57,13,1,5,10,0,0,1,0
110031,34,4,1,4,13,0,0,1,0
5861916,48,11,1,11,14,0,0,1,1
9057544,74,7,1,7,10,1,0,1,1
2653315,76,8,0,8,12,0,0,1,1
5460592,53,12,1,4,10,0,0,1,0
479113,45,0,1,0,13,1,0,1,0
3453372,47,2,1,2,10,0,0,1,1
4375734,30,9,1,5,13,1,0,1,0
2628971,30,19,1,7,14,0,0,1,1
2653315,76,8,0,8,12,0,0,1,1
415703,56,5,1,5,11,0,0,1,0
2047235,61,1,1,1,13,1,0,1,0
8476201,55,1,1,1,11,0,0,1,1
4318655,54,17,1,7,12,1,1,0,0
3227326,45,4,1,4,12,0,0,1,0
5348008,60,16,1,5,14,0,0,1,1
9777823,61,13,1,8,11,0,0,1,0
2120363,23,9,1,6,13,0,0,1,1
9207920,62,2,1,2,12,0,1,0,1
9724250,67,17,1,3,13,1,0,1,0
8615453,67,18,1,11,14,1,0,1,0
912811,32,13,1,4,10,0,0,1,0
7578708,58,18,1,14,13,1,0,1,0
2453544,47,10,1,5,14,0,0,1,0
3413189,60,1,1,1,13,0,0,1,0
4938334,73,13,1,9,10,1,0,1,0
8364348,70,8,1,5,13,0,0,0,0
420777,41,1,1,1,11,0,0,1,1
1999332,56,1,1,1,10,0,0,1,0
6190329,21,13,1,13,11,0,0,1,0
424512,60,16,1,5,11,0,0,1,0
147581,74,18,1,9,11,0,0,0,1
4012026,72,8,1,6,14,0,0,1,1
255794,36,13,1,6,11,0,0,1,0
8096100,29,6,1,6,10,0,0,1,0
7761009,38,3,1,3,12,0,0,1,1
152426,27,18,1,8,12,0,0,1,0
7293772,58,6,1,6,11,0,0,1,0
1837938,37,15,1,10,14,0,0,1,1
3019204,29,14,1,4,10,0,0,1,0
248099,56,9,1,7,12,0,0,1,1
80183,72,4,1,4,13,1,0,1,1
4552514,32,10,0,10,11,1,0,1,0
4149976,35,15,0,10,12,0,1,0,1
3601316,56,15,1,9,12,1,0,1,0
780090,55,9,1,9,14,0,0,0,1
7249011,71,20,1,5,12,0,0,1,0
1838126,66,0,1,0,10,0,0,1,0
9098609,36,2,1,2,11,0,0,1,0
3261742,36,11,1,4,10,0,0,1,0
5446213,41,2,1,2,11,0,0,1,0
6088053,50,9,1,6,12,0,0,1,1
5915580,68,20,1,7,10,0,0,1,0
2359728,66,14,1,3,14,0,0,1,0
9749077,75,3,0,3,14,0,0,1,0
3757777,24,20,1,3,13,1,0,1,0
1429643,24,11,1,11,10,0,0,1,0
8453618,47,4,1,4,12,0,0,1,1
8570568,40,6,1,6,10,0,0,1,0
700444,24,0,1,0,11,0,0,1,1
4949034,22,16,1,14,12,1,0,1,0
9236380,76,16,0,11,14,0,0,1,0
1545384,35,14,1,14,11,0,0,1,0
3171276,63,14,1,10,12,0,0,1,1
9768782,61,10,1,5,11,1,0,1,1
7055046,22,10,1,6,13,0,0,1,0
6971490,58,18,1,10,13,0,0,1,0
3887037,65,11,1,6,11,0,0,1,0
8458068,34,6,1,6,13,0,0,1,0
3558638,63,4,1,4,10,0,1,0,0
4822612,22,15,1,7,13,0,0,1,0
5165629,61,0,1,0,12,0,0,1,1
7651121,64,13,1,6,13,0,1,0,0
80603,58,12,1,12,13,1,0,1,1
7052693,23,14,1,7,12,0,0,1,0
7440752,70,10,1,10,11,0,0,1,1
9999180,22,0,1,0,11,0,0,1,0
8367666,48,18,1,10,11,0,0,1,0
4500523,60,15,1,5,11,0,0,1,1
3776388,30,13,1,6,14,0,0,1,0
7102815,30,13,1,13,13,0,0,1,1
5554586,39,18,1,13,13,0,0,1,1
4432896,29,14,1,13,14,0,0,1,1
6715263,29,0,1,0,11,0,0,1,1
9704228,45,14,1,3,14,0,0,1,0
7732113,34,6,1,6,14,0,0,1,0
6368882,46,7,1,3,10,0,0,1,0
554517,21,7,1,5,13,0,0,1,1
6089694,78,1,1,1,11,1,0,1,1
6547688,27,5,1,4,12,1,0,1,1
4665785,71,13,1,3,12,0,0,1,1
383282,23,0,1,0,13,1,0,1,0
9768762,66,1,1,1,13,0,0,1,1
2758097,31,19,1,3,13,0,0,1,0
8625543,66,12,1,10,13,1,0,1,0
2713971,74,2,1,2,12,1,0,1,1
8437491,22,2,1,2,14,0,0,1,1
4536163,66,18,1,13,10,0,0,1,1
1278713,31,14,1,13,13,0,0,1,0
2667227,76,6,1,6,14,0,0,1,0
2018913,68,7,1,7,13,1,0,1,0
6800688,78,5,1,5,14,0,0,1,1
3053891,25,14,1,14,11,0,0,1,0
2696703,57,14,1,14,12,0,0,1,0
8863428,74,5,1,5,14,0,0,1,0
6868916,53,6,1,6,13,0,0,1,1
882249,36,14,1,12,13,0,1,0,1
8162332,74,9,1,6,10,0,0,1,0
555482,32,12,1,9,11,0,0,1,1
3369187,59,3,1,3,14,1,0,1,0
8377998,65,13,1,4,11,0,0,1,1
4392149,59,11,1,10,13,0,0,1,0
3796471,29,1,1,1,10,0,0,1,0
9878857,32,16,1,11,12,1,0,1,1
9172587,30,17,1,11,14,0,0,1,1
8377998,65,13,1,4,11,0,0,1,1
1818040,54,1,1,1,14,0,0,1,1
9684725,42,8,1,3,13,0,0,1,0
9259353,37,18,1,12,11,0,0,1,0
8652362,57,3,1,3,14,0,0,1,0
1718145,47,16,1,4,14,0,0,1,0
1486644,61,6,0,6,14,0,0,1,0
7826657,30,3,1,3,10,0,0,1,1
5603227,62,9,1,4,12,0,0,1,0
3608549,23,0,1,0,11,0,0,1,0
5603227,62,9,1,4,12,0,0,1,0
2453544,47,10,1,5,14,0,0,1,0
9055988,27,6,1,3,10,0,0,1,1
7470480,26,0,1,0,14,0,0,1,0
4002405,68,6,1,3,13,0,0,1,1
3711494,63,6,1,6,14,1,0,1,0
3991574,62,20,1,7,10,0,0,1,0
8141088,22,1,1,1,12,0,0,1,1
430836,33,5,1,5,13,0,0,1,0
46750,33,13,1,10,11,1,0,1,1
1122270,72,11,1,5,12,0,0,1,0
448021,54,11,1,11,14,0,0,1,1
750772,26,13,1,5,12,0,0,1,0
9601253,51,15,1,10,11,0,0,1,0
3017462,33,13,1,13,13,0,0,1,0
6927783,30,3,1,3,12,0,0,1,0
6772070,28,19,1,10,13,0,0,1,0
7908473,66,0,1,0,10,0,0,1,1
1810800,68,1,1,1,14,0,0,1,0
8710840,27,3,1,3,12,1,0,1,1
9153316,31,6,1,6,12,0,0,1,1
1956633,23,13,1,13,12,0,0,1,1
2147176,45,5,1,5,14,0,1,0,0
3267322,37,9,1,9,10,1,0,1,0
5112098,77,11,1,11,11,0,0,1,1
6120803,79,9,1,8,14,1,0,1,0
357702,76,6,1,3,13,0,1,0,1
8368330,21,20,1,5,14,1,0,1,0
469269,65,7,1,3,12,0,0,1,1
8733563,76,17,1,12,14,0,0,1,0
5319499,64,16,1,12,10,1,0,1,0
1737928,28,8,1,8,10,0,0,1,0
1929764,45,5,1,3,12,0,0,1,0
8957162,61,6,1,6,13,0,0,1,0
5839084,35,20,1,10,10,1,0,1,0
3386878,42,18,1,3,14,1,1,0,0
9700230,55,20,1,8,13,0,0,1,1
5365286,26,12,1,7,12,1,0,1,0
3075503,32,17,1,3,13,0,0,1,1
8736659,62,6,1,6,11,0,0,1,0
5639809,75,0,1,0,10,0,0,1,0
2050096,42,1,1,1,11,0,0,1,0
5158722,69,3,1,3,14,0,0,1,0
4120680,57,3,1,3,14,0,0,1,0
9557082,70,0,0,0,13,1,0,1,1
273058,67,8,1,7,11,0,0,1,0
330553,69,10,1,10,10,1,0,1,0
1113251,22,10,0,10,10,0,0,1,0
8163990,40,6,1,6,11,1,0,0,0
9390552,60,7,1,7,12,1,0,1,0
2278568,25,4,1,4,12,0,0,1,1
3449511,50,19,1,3,14,1,0,1,0
3540135,78,4,1,4,11,0,0,1,0
1659724,78,19,1,13,14,1,0,1,0
2600840,76,0,1,0,14,0,0,1,0
59320,33,4,1,4,11,1,1,0,1
9085922,55,4,1,4,11,0,0,1,0
6243139,37,18,1,9,10,0,0,1,1
4727668,62,20,1,7,10,1,0,1,1
7006802,55,11,1,9,14,0,0,1,1
2582744,30,10,1,10,12,0,0,1,0
5118418,57,18,1,10,13,0,0,1,1
7908473,66,0,1,0,10,0,0,1,1
7622856,59,5,1,5,11,0,1,0,0
9675070,56,19,1,3,10,1,0,1,1
5452246,23,7,1,6,14,1,0,1,0
603307,46,12,0,12,10,1,0,1,1
1050149,33,5,1,5,13,0,0,1,0
1186969,25,16,1,14,13,0,0,1,1
1306929,66,14,1,11,10,0,0,1,0
8541443,66,11,0,11,11,0,0,1,1
8642847,78,4,1,4,10,0,0,1,1
3941355,71,14,0,12,10,0,0,1,1
7713626,47,0,1,0,12,1,0,0,0
5002090,68,8,1,8,14,0,0,1,1
1969104,28,9,1,7,14,0,0,1,1
513475,28,18,1,14,12,0,0,1,0
7555360,57,4,1,4,10,0,0,1,0
1178782,69,15,1,5,13,0,0,1,0
5448587,39,1,1,1,13,0,0,1,0
9731801,72,3,1,3,12,0,1,0,1
7058931,40,10,1,10,13,0,0,1,1
3331423,38,10,1,4,13,0,0,1,0
1280695,43,19,1,14,12,0,0,1,0
5522159,22,6,1,6,12,0,0,1,1
6536145,39,0,1,0,11,0,1,0,0
3694828,67,13,0,9,14,1,0,1,1
2822666,31,0,1,0,11,1,0,1,1
7759137,45,9,1,9,13,1,0,1,0
4343535,26,15,0,11,14,0,0,0,0
3905134,74,3,0,3,13,0,0,1,0
3342757,21,18,1,9,14,0,0,1,0
4594450,79,14,1,14,11,0,0,1,0
1872336,28,3,1,3,12,1,0,1,1
